tumor,gt_top,encoded_top,intersection
tgm001_preop,"['5509', '4608', '4782', '5751', '5039', '5684', '5406', '5904', '4876', '5133', '4126', '4988', '5431', '4357', '5505']","['5509', '4608', '5133', '4718', '5684', '4782', '5956', '5751', '5044', '5406', '4742', '5431', '5564', '5992', '5888']",['4608' '4782' '5133' '5406' '5431' '5509' '5684' '5751']
tgm002_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5206', '5958', '4082', '4087', '4873', '5677', '5767', '4535', '5815', '4137', '5771', '5243', '4668', '4896', '4902']",['4082' '4087' '4535' '4668' '5677' '5815' '5958']
tgm003_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5206', '5958', '4082', '4873', '5677', '5767', '4087', '5815', '4137', '5771', '4535', '5243', '4668', '4896', '4902']",['4082' '4087' '4535' '4668' '5677' '5815' '5958']
tgm004_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5206', '5958', '4082', '4873', '5677', '5767', '4087', '5815', '4137', '5771', '4535', '5243', '4668', '4896', '4902']",['4082' '4087' '4535' '4668' '5677' '5815' '5958']
tgm005_preop,"['4134', '5105', '4476', '4789', '4668', '5100', '4373', '4609', '4996', '5677', '5450', '5904', '5383', '4087', '4702']","['4984', '4789', '5105', '4657', '4476', '4609', '4134', '4223', '4507', '4502', '4814', '4230', '4709', '4056', '5686']",['4134' '4476' '4609' '4789' '5105']
tgm006_preop,"['4137', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535']","['4137', '5574', '4632', '4475', '5958', '5358', '5767', '5677', '5533', '4663', '4699', '4134', '4772', '5063', '4996']",['4137' '4996' '5677' '5958']
tgm008_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4902', '4535']","['4796', '4548', '5355', '4902', '5233', '5948', '5433', '5845', '5249', '4128', '4008', '5788', '5219', '4563', '4979']",['4902']
tgm009_preop,"['4999', '4772', '4668', '4373', '4996', '5677', '5450', '5904', '4202', '5383', '4087', '4702', '5815', '5715', '4082']","['4772', '4999', '4202', '5715', '5100', '4285', '5450', '5575', '4373', '4416', '5337', '5731', '5892', '5815', '4663']",['4202' '4373' '4772' '4999' '5450' '5715' '5815']
tgm010_preop,"['5745', '5322', '4087', '5081', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4702', '5815', '4082', '5778']","['4406', '5745', '5926', '5081', '5322', '5053', '4330', '5778', '5589', '5482', '4087', '5765', '5472', '5024', '5969']",['4087' '5081' '5322' '5745' '5778']
tgm011_preop,"['4668', '5686', '5383', '4476', '4134', '5422', '4373', '4996', '5677', '5408', '5450', '5904', '4087', '4702', '5815']","['5686', '4668', '5003', '4888', '4709', '4201', '5408', '5955', '5422', '5449', '4476', '4328', '4448', '5383', '4704']",['4476' '4668' '5383' '5408' '5422' '5686']
tgm013_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5206', '5958', '4087', '4082', '5767', '4873', '5677', '4535', '4217', '5243', '4137', '5815', '5771', '4919', '4668']",['4082' '4087' '4535' '4668' '5677' '5815' '5958']
tgm014_preop,"['4796', '4976', '5233', '5589', '5563', '5845', '4548', '4087', '4968', '4902', '4668', '4848', '4373', '4996', '5677']","['4796', '4976', '5233', '4933', '5671', '5845', '5766', '4848', '5250', '5589', '5640', '5599', '4700', '5563', '4822']",['4796' '4848' '4976' '5233' '5563' '5589' '5845']
